USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    11:01   0:00 [kthreadd]
root        1736  0.0  0.0 1343780 5980 ?        Sl   11:01   0:00  \_ /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 8000 -container-ip 172.22.0.2 -container-port 8000 -use-listen-fd
root        1757  0.0  0.0 1409316 5960 ?        Sl   11:01   0:00  \_ /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 6379 -container-ip 172.22.0.3 -container-port 6379 -use-listen-fd
root        1764  0.0  0.0 1343780 6000 ?        Sl   11:01   0:00  \_ /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 6379 -container-ip 172.22.0.3 -container-port 6379 -use-listen-fd
root        1589  0.0  0.0 1233532 13080 ?       Sl   11:01   0:02 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 4345ca7198355376dad503ac2aac3a6d5736250e5f8c50350b95da874b8b9070 -address /run/containerd/containerd.sock
999         1638  0.4  0.1 135696 15680 ?        Ssl  11:01   3:01  \_ redis-server *:6379
root        1590  0.0  0.0 1233788 13736 ?       Sl   11:01   0:02 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 8f978fec9c06347a4ee4ccd0025b1a0ed18a0646a85b4a185e9e412d03048668 -address /run/containerd/containerd.sock
1001        1639  0.0  0.2  40076 33160 ?        Ss   11:01   0:04  \_ /opt/venv/bin/python /opt/venv/bin/gunicorn CTFd:create_app() --bind 0.0.0.0:8000 --workers 1 --worker-tmp-dir /dev/shm --worker-class gevent --access-logfile - --error-logfile -
1001        2539  0.0  0.7 1983076 122452 ?      Sl   11:01   0:07      \_ /opt/venv/bin/python /opt/venv/bin/gunicorn CTFd:create_app() --bind 0.0.0.0:8000 --workers 1 --worker-tmp-dir /dev/shm --worker-class gevent --access-logfile - --error-logfile -
asritha     1640  0.0  0.0  21180 12068 ?        Ss   11:01   0:00 /usr/lib/systemd/systemd --user
asritha     1651  0.0  0.0  23124  3832 ?        S    11:01   0:00  \_ (sd-pam)
asritha     1780  0.0  0.0   8260  3684 ?        Ss   11:01   0:00  \_ /usr/bin/dbus-broker-launch --scope user
asritha     1784  0.0  0.0   4540  2636 ?        S    11:01   0:00  |   \_ dbus-broker --log 10 --controller 9 --machine-id 94c2bd9be4de41ff9c7204e03cfad996 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
asritha     1790  0.0  0.0 105384 15312 ?        Ssl  11:01   0:05  \_ /usr/bin/pipewire
asritha     1792  0.0  0.1 480856 18584 ?        Ssl  11:01   0:02  \_ /usr/bin/wireplumber
asritha     1794  0.2  0.1 110004 17072 ?        Ssl  11:01   1:40  \_ /usr/bin/pipewire-pulse
asritha     2396  0.0  0.0 163808  5508 ?        Ssl  11:01   0:00  \_ /usr/lib/dconf-service
asritha     2438  0.0  0.0 380688  7080 ?        Ssl  11:01   0:00  \_ /usr/lib/at-spi-bus-launcher
asritha     2445  0.0  0.0   8260  3608 ?        S    11:01   0:00  |   \_ /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
asritha     2449  0.0  0.0   4408  2456 ?        S    11:01   0:00  |       \_ dbus-broker --log 10 --controller 9 --machine-id 94c2bd9be4de41ff9c7204e03cfad996 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
asritha     2464  0.0  0.0 168364  6820 ?        Ssl  11:01   0:00  \_ /usr/lib/at-spi2-registryd --use-gnome-session
asritha     1862  0.0  0.0   8780  3628 ?        Ss   11:01   0:00 ssh-agent -s
asritha     2404  0.0  0.0   7712  3320 tty1     S+   11:01   0:00 /bin/sh -c waybar & hyprpaper
asritha     2405  0.1  0.3 755776 54880 tty1     Sl+  11:01   1:08  \_ waybar
asritha     2406  0.0  0.0  97572  8096 tty1     Sl+  11:01   0:00  \_ hyprpaper
asritha     2410  0.0  0.0 163960  5388 tty1     Sl+  11:01   0:00 hyprsunset
asritha     2532  0.0  0.0   8784  3664 ?        Ss   11:01   0:00 ssh-agent -s
polkitd     3049  0.0  0.0 381488  8996 ?        Ssl  11:01   0:01 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root        3936  0.0  0.0 317680 12228 ?        Ssl  11:02   0:03 /usr/lib/upowerd
asritha     4108  0.0  0.0   8784  3692 ?        Ss   11:05   0:00 ssh-agent -s
asritha     4597  0.0  0.0   8784  3648 ?        Ss   11:09   0:00 ssh-agent -s
asritha     5443  0.0  0.0   8784  3624 ?        Ss   11:15   0:00 ssh-agent -s
asritha     5996  0.0  0.0   8784  3676 ?        Ss   11:18   0:00 ssh-agent -s
asritha     9678  0.0  0.0   8784  3692 ?        Ss   13:11   0:00 ssh-agent -s
asritha    11218  0.0  0.0   8784  3644 ?        Ss   13:34   0:00 ssh-agent -s
asritha    13311  0.0  0.0   8784  3648 ?        Ss   13:49   0:00 ssh-agent -s
asritha    13873  0.0  0.0   8784  3664 ?        Ss   13:52   0:00 ssh-agent -s
asritha    14365  0.0  0.0   8784  3632 ?        Ss   13:54   0:00 ssh-agent -s
asritha    14800  0.0  0.0   8784  3668 ?        Ss   13:54   0:00 ssh-agent -s
asritha    15310  0.0  0.0   8784  3692 ?        Ss   13:56   0:00 ssh-agent -s
asritha    15771  0.0  0.0   8784  3660 ?        Ss   13:58   0:00 ssh-agent -s
asritha    19537  0.0  0.0   8784  3628 ?        Ss   15:20   0:00 ssh-agent -s
asritha    24397  0.0  0.0   8784  3660 ?        Ss   16:34   0:00 ssh-agent -s
asritha    25202  0.0  0.0   8784  3656 ?        Ss   16:41   0:00 ssh-agent -s
root       27567  0.0  0.1 107596 28416 ?        Ss   17:29   0:02 /usr/bin/dirmngr --homedir /etc/pacman.d/gnupg --supervised
asritha    28429  0.0  0.0   8784  3668 ?        Ss   18:12   0:00 ssh-agent -s
asritha    29837  0.0  0.0   8784  3636 ?        Ss   18:25   0:00 ssh-agent -s
asritha    31340  0.0  0.0   8784  3652 ?        Ss   18:42   0:00 ssh-agent -s
asritha    33783  0.0  0.0   8784  3700 ?        Ss   19:19   0:00 ssh-agent -s
asritha    34447  0.0  0.0   8784  3620 ?        Ss   19:22   0:00 ssh-agent -s
asritha    36549  0.0  0.0   8784  3616 ?        Ss   19:49   0:00 ssh-agent -s
asritha    37195  0.0  0.0   8784  3636 ?        Ss   19:52   0:00 ssh-agent -s
asritha    38445  0.0  0.0   8784  3668 ?        Ss   20:03   0:00 ssh-agent -s
asritha    39315  0.0  0.0   8784  3668 ?        Ss   20:06   0:00 ssh-agent -s
asritha    42221  0.0  0.0   8784  3644 ?        Ss   20:24   0:00 ssh-agent -s
asritha    42966  0.0  0.0   8784  3632 ?        Ss   20:26   0:00 ssh-agent -s
asritha    43465  0.0  0.0   8784  3624 ?        Ss   20:27   0:00 ssh-agent -s
systemd+   44658  0.0  0.0  22856 14164 ?        Ss   20:37   0:01 /usr/lib/systemd/systemd-resolved
asritha    44937  0.0  0.0   8784  3700 ?        Ss   20:38   0:00 ssh-agent -s
asritha    46440  0.0  0.0   8784  3632 ?        Ss   20:48   0:00 ssh-agent -s
asritha    46859  0.0  0.0   8784  3632 ?        Ss   20:48   0:00 ssh-agent -s
asritha    47441  0.0  0.0   8784  3660 ?        Ss   20:53   0:00 ssh-agent -s
asritha    48366  0.5  1.4 1459737092 226032 tty1 Sl+ 20:57   0:30 /usr/bin/discord
asritha    48369  0.0  0.3 33835164 55572 tty1   S+   20:57   0:00  \_ /opt/discord/Discord --type=zygote --no-zygote-sandbox
asritha    48405  0.1  1.5 34364228 239080 tty1  Sl+  20:58   0:10  |   \_ /opt/discord/Discord --type=zygote --no-zygote-sandbox
asritha    48370  0.0  0.3 33835156 55592 tty1   S+   20:57   0:00  \_ /opt/discord/Discord --type=zygote
asritha    48372  0.0  0.0 33835156 10760 tty1   S+   20:57   0:00  |   \_ /opt/discord/Discord --type=zygote
asritha    48408  0.1  0.5 33934636 86976 tty1   Sl+  20:58   0:06  \_ /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=48385 --enable-crash-reporter=8680fe40-67eb-4aad-af23-23b0aba52896,no_channel --user-data-dir=/home/asritha/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2049011803195397405,18404654413820227105,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
asritha    48489  4.8  3.1 1466775140 492936 tty1 Sl+ 20:58   4:44  \_ /proc/self/exe --type=renderer --crashpad-handler-pid=48385 --enable-crash-reporter=8680fe40-67eb-4aad-af23-23b0aba52896,no_channel --user-data-dir=/home/asritha/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --app-path=/opt/discord/resources/app.asar --no-sandbox --no-zygote --enable-blink-features=EnumerateDevices,AudioOutputDevices --autoplay-policy=no-user-gesture-required --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1756314528793678 --launch-time-ticks=28153255432 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2049011803195397405,18404654413820227105,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-node-leakage-in-renderers
asritha    48528  0.0  0.4 33967236 66096 tty1   Sl+  20:58   0:01  \_ /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=48385 --enable-crash-reporter=8680fe40-67eb-4aad-af23-23b0aba52896,no_channel --user-data-dir=/home/asritha/.config/discord --standard-schemes=disclip --secure-schemes=disclip,sentry-ipc --bypasscsp-schemes=sentry-ipc --cors-schemes=sentry-ipc --fetch-schemes=disclip,sentry-ipc --streaming-schemes=disclip --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,2049011803195397405,18404654413820227105,262144 --disable-features=AllowAggressiveThrottlingWithWebSocket,HardwareMediaKeyHandling,IntensiveWakeUpThrottling,MediaSessionService,SpareRendererForSitePerProcess,UseEcoQoSForBackgroundProcess,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version
asritha    48385  0.0  0.0 33576056 3320 ?       Sl   20:58   0:00 /opt/discord/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/asritha/.config/discord/Crashpad --url=https://f.a.k/e --annotation=_productName=discord --annotation=_version=0.0.106 --annotation=lsb-release=Arch Linux --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=35.3.0 --initial-client-fd=39 --shared-client-connection
asritha    48758  0.0  0.0   8784  3640 ?        Ss   20:58   0:00 ssh-agent -s
asritha    49218  0.0  0.0   8784  3620 ?        Ss   21:00   0:00 ssh-agent -s
asritha    49701  0.0  0.0   8784  3668 ?        Ss   21:01   0:00 ssh-agent -s
asritha    50427  0.0  0.0   8784  3640 ?        Ss   21:04   0:00 ssh-agent -s
asritha    51897  0.0  0.0   8784  3648 ?        Ss   21:48   0:00 ssh-agent -s
asritha    51935  0.0  0.0   8784  3628 ?        Ss   21:48   0:00 ssh-agent -s
asritha    52011  0.0  0.0   8784  3668 ?        Ss   21:48   0:00 ssh-agent -s
asritha    52165  0.0  0.0   8784  3632 ?        Ss   21:48   0:00 ssh-agent -s
asritha    53562  0.5  1.5 819552 244928 tty1    Sl+  21:50   0:13 kitty
asritha    53582  0.0  0.1 1512540 25964 tty1    Sl+  21:50   0:00  \_ /usr/bin/kitten __atexit__
asritha    53584  0.0  0.0  13104 10852 pts/0    Ss   21:50   0:02  \_ /usr/bin/zsh
asritha    59280  0.0  0.0  10572  6700 pts/0    R+   22:35   0:00  |   \_ ps auxf
asritha    55249  0.0  0.0  12280  9948 pts/1    Ss+  22:07   0:00  \_ /usr/bin/zsh
asritha    53612  0.0  0.0   8784  3656 ?        Ss   21:50   0:00 ssh-agent -s
asritha    55270  0.0  0.0   8784  3672 ?        Ss   22:07   0:00 ssh-agent -s
asritha    58222 26.5  4.5 12137120 706932 tty1  Sl+  22:29   1:24 /usr/lib/firefox/firefox
asritha    58358  0.0  0.2 337024 42624 tty1     S+   22:29   0:00  \_ /usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {73d9f5f7-9e37-410d-b933-99048f30dd5b} -parentPid 58222 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 1 forkserver
asritha    58361  0.0  0.3 351264 57540 tty1     Sl+  22:29   0:00      \_ /usr/lib/firefox/firefox -contentproc -parentBuildID 20250819010339 -prefsHandle 0:39650 -prefMapHandle 1:277316 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {024b51ca-c0ce-4066-b946-f863cb9ab998} -parentPid 58222 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox/browser 2 socket
asritha    58377  0.5  1.4 2573356 225572 tty1   Sl+  22:29   0:01      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:39753 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {35ab55ed-5ec9-439a-b7f1-7bfbec5aeeab} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 3 tab
asritha    58388  0.0  0.4 609220 68640 tty1     Sl+  22:29   0:00      \_ /usr/lib/firefox/firefox -contentproc -parentBuildID 20250819010339 -prefsHandle 0:39753 -prefMapHandle 1:277316 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {9b1867e4-9253-450e-a7ad-e61f7eed1362} -parentPid 58222 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox/browser 4 rdd
asritha    58437  1.2  1.5 19544636 242996 tty1  Sl+  22:29   0:04      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50164 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {793b4d13-dc00-4355-acda-6a6d54a35098} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 5 tab
asritha    58549  0.0  0.4 610760 71392 tty1     Sl+  22:29   0:00      \_ /usr/lib/firefox/firefox -contentproc -parentBuildID 20250819010339 -sandboxingKind 0 -prefsHandle 0:50597 -prefMapHandle 1:277316 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {a8d074d5-75f6-46a6-800f-c1cd95fdfb4f} -parentPid 58222 -crashReporter 5 -crashHelper 6 -appDir /usr/lib/firefox/browser 7 utility
asritha    58557 37.9  4.8 3548988 754660 tty1   Sl+  22:29   1:59      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8eee0b17-4105-47b5-9c3a-5c19735d4426} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 8 tab
asritha    58567  0.3  1.2 2565808 186816 tty1   Sl+  22:29   0:01      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {06931b32-e59d-47b5-9f5d-49bdd50a79ec} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 9 tab
asritha    58608  0.2  1.1 2544232 182092 tty1   Sl+  22:29   0:00      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ac35d27b-9a90-4449-8a99-6792c4ce7d2a} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 10 tab
asritha    58719  0.1  0.7 2495280 114696 tty1   Sl+  22:30   0:00      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {704933a3-9fdb-4ea3-afaf-70f35b10dbd0} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 11 tab
asritha    58790  0.1  0.7 2495280 112648 tty1   Sl+  22:30   0:00      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {eaa368c2-583f-4f74-9341-a9863a935af5} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 12 tab
asritha    58828  0.1  0.7 2495280 112656 tty1   Sl+  22:30   0:00      \_ /usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:44693 -prefMapHandle 1:277316 -jsInitHandle 2:227036 -parentBuildID 20250819010339 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {c84c8240-60d3-44a8-a443-febae959b95f} -parentPid 58222 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appDir /usr/lib/firefox/browser 13 tab
asritha    58227  0.0  0.0  23152  5420 ?        Sl   22:29   0:00 /usr/lib/firefox/crashhelper 58222 9 /tmp/ 10 12
